
1.000000 0.000000
2.570796 1.000000
4.141593 -0.000000
5.712389 -1.000000
7.283185 0.000000
8.853982 1.000000
10.424778 -0.000000
11.995575 -1.000000
13.566371 0.000000
15.137167 1.000000
16.707964 -0.000000
18.278761 -1.000000
19.849556 0.000001
21.420353 1.000000
22.991150 -0.000001
24.561945 -1.000000
26.132742 0.000001
27.703539 1.000000
29.274334 -0.000001
30.845131 -1.000000
32.415928 0.000001
33.986725 1.000000
35.557522 -0.000001
37.128315 -1.000000
38.699112 0.000001
40.269909 1.000000
41.840706 -0.000001
43.411503 -1.000000
44.982300 0.000001
46.553093 1.000000
48.123890 -0.000001
49.694687 -1.000000
51.265484 0.000001
52.836281 1.000000
54.407078 -0.000001
55.977875 -1.000000
57.548668 0.000002
59.119465 1.000000
60.690262 -0.000002
62.261059 -1.000000
63.831856 0.000002
65.402649 1.000000
66.973450 -0.000002
68.544243 -1.000000
70.115044 0.000002
71.685837 1.000000
73.256630 -0.000002
74.827431 -1.000000
76.398224 0.000002
77.969025 1.000000
79.539818 -0.000002
81.110619 -1.000000
82.681412 0.000002
84.252205 1.000000
85.823006 -0.000002
87.393799 -1.000000
88.964600 0.000002
90.535393 1.000000
92.106186 -0.000003
93.676987 -1.000000
95.247780 0.000003
96.818581 1.000000
98.389374 -0.000003
99.960175 -1.000000
101.530968 0.000003
103.101761 1.000000
104.672562 -0.000003
106.243355 -1.000000
107.814156 0.000003
109.384949 1.000000
110.955750 -0.000003
112.526543 -1.000000
114.097336 0.000003
115.668137 1.000000
117.238930 -0.000003
118.809731 -1.000000
120.380524 0.000003
121.951317 1.000000
123.522118 -0.000003
125.092911 -1.000000
126.663712 0.000003
128.234512 1.000000
129.805298 -0.000004
131.376099 -1.000000
132.946899 0.000004
134.517685 1.000000
136.088486 -0.000004
137.659286 -1.000000
139.230087 0.000004
140.800873 1.000000
142.371674 -0.000004
143.942474 -1.000000
145.513260 0.000004
147.084061 1.000000
148.654861 -0.000004
150.225662 -1.000000
151.796448 0.000004
153.367249 1.000000
154.938049 -0.000004
156.508835 -1.000000
158.079636 0.000004
159.650436 1.000000
161.221237 -0.000004
162.792023 -1.000000
164.362823 0.000005
165.933624 1.000000
167.504410 -0.000005
169.075211 -1.000000
170.646011 0.000005
172.216797 1.000000
173.787598 -0.000005
175.358398 -1.000000
176.929199 0.000005
178.499985 1.000000
180.070786 -0.000005
181.641586 -1.000000
183.212372 0.000005
184.783173 1.000000
186.353973 -0.000005
187.924774 -1.000000
189.495560 0.000005
191.066360 1.000000
192.637161 -0.000005
194.207947 -1.000000
195.778748 0.000005
197.349548 1.000000
198.920349 -0.000006
200.491135 -1.000000
202.061935 0.000006
203.632736 1.000000
205.203522 -0.000006
206.774323 -1.000000
208.345123 0.000006
209.915924 1.000000
211.486710 -0.000006
213.057510 -1.000000
214.628311 0.000006
216.199097 1.000000
217.769897 -0.000006
219.340698 -1.000000
220.911499 0.000006
